window,target,horizon_q,object,spec_id,n,mae,rw_mae,bias,mae_ratio_street,rw_mae_ratio_street,passes
W1,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4,14,1.3298126002390191,0.8204654292716422,0.44251506310056116,0.8352684997640865,0.6563315880334362,True
W1,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_from21,14,2.2552056336776163,1.3198439246978646,1.906083080626637,1.416517053577958,1.0558095785001442,False
W1,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_med,14,1.2232269750553417,0.8597211937888563,0.1341344995765384,0.7683210101496958,0.6877342496762577,True
W1,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_usd,14,1.3298126002390191,0.8204654292716422,0.44251506310056116,0.8352684997640865,0.6563315880334362,True
W1,adj_ebitda_margin_pct,0,street_plus_bias,ew,14,2.493552817615918,2.130816881382294,2.4907789629596535,1.5662252866894182,1.7045476599880822,False
W1,adj_ebitda_margin_pct,0,street_plus_bias,ew_usd,14,2.493552817615918,2.130816881382294,2.4907789629596535,1.5662252866894182,1.7045476599880822,False
W1,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4,14,1.5994726552413796,1.0174651245787696,1.0398862468100292,1.0046446581398143,0.8139215586161235,False
W1,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_from21,14,3.0181986102625795,1.84718318346005,3.0181986102625795,1.8957605189866242,1.4776547907268367,False
W1,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_med,14,1.6136288724029808,1.129872039430295,0.729250203801282,1.0135363187157331,0.9038415068532293,False
W1,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_usd,14,1.5994726552413796,1.0174651245787696,1.0398862468100292,1.0046446581398143,0.8139215586161235,False
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,ew,14,1.858978205387359,1.5711892903519267,1.2044704743237258,1.1676426711770846,1.2568733858210956,False
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,ew_usd,14,1.858978205387359,1.5711892903519267,1.2044704743237258,1.1676426711770846,1.2568733858210956,False
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4,14,1.6607963792190017,1.1338757614855446,0.6924918534695758,1.0431626981384794,0.9070442856185689,False
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_from21,14,1.8581081639641908,1.346679178104007,1.1267001230626794,1.1670961895193446,1.077276448224282,False
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_med,14,1.548492300753299,1.1324327197945818,0.868722899936965,0.9726233912311937,0.9058899239467202,True
W1,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_usd,14,1.6607963792190017,1.1338757614855446,0.6924918534695758,1.0431626981384794,0.9070442856185689,False
W1,adj_ebitda_margin_pct,1,street(raw baseline),-,13,1.6411850901627276,1.2518242375424082,-0.6627653053516387,1.0,1.0,False
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,ew,13,2.0914077760042873,1.7983302780983568,1.654959803352626,1.2743277943116817,1.436567709879826,False
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,ew_usd,13,2.0914077760042873,1.7983302780983568,1.654959803352626,1.2743277943116817,1.436567709879826,False
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4,13,1.7481257325186543,1.3907358275498458,0.8682108276759136,1.0651606226481884,1.1109673273942595,False
