window,draw,weight_0,weight_1,weight_2,weight_3,lambda_Q1,lambda_Q2,lambda_Q3,lambda_Q4
W1,25,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,26,0.4333276589682958,0.0,0.566672341031704,1.6763162717559584e-16,0.10368226870922088,0.15346827679415181,0.17202518706947584,0.12555010699433566
W1,27,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,28,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,29,0.21479907179376082,0.412990797722348,0.3722097869629978,3.435208935066727e-07,0.11532784839184661,0.1415182022455138,0.17499456095297114,0.12324735122877635
W1,30,0.6392192824281621,0.2275428226100858,0.1150816661514012,0.018156228810351054,0.10152324103961108,0.13462733814871747,0.17691182995239707,0.13019385996309008
W1,31,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,32,0.3417817549380928,0.20205906797307593,0.4561591770888313,0.0,0.10824733312357888,0.1473718418540005,0.1729158169923424,0.12462418955960466
W1,33,0.6392192824281621,0.2275428226100858,0.1150816661514012,0.018156228810351054,0.10152324103961108,0.13462733814871747,0.17691182995239707,0.13019385996309008
W1,34,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,35,0.412762023348576,1.0861356347698514e-17,0.587237976651424,0.0,0.10504520376525492,0.15465404389545842,0.17169014717947056,0.12547608779132563
W1,36,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,37,0.0047906840276413605,0.0,0.9624404404464318,0.03276887552592684,0.11660600397693195,0.17579136768968104,0.16447794044107086,0.11743972430264542
W1,38,0.36892947963934686,0.05273014843055227,0.5783403719301009,1.3764698983188657e-20,0.10596620312765437,0.15427788680294457,0.17233353805162763,0.12487217145545748
W1,39,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,40,0.36892947963934686,0.05273014843055227,0.5783403719301009,1.3764698983188657e-20,0.10596620312765437,0.15427788680294457,0.17233353805162763,0.12487217145545748
W1,41,0.21479900459158804,0.41299081000326016,0.3722098157031206,3.6970203123207294e-07,0.11532785077473161,0.14151820426352604,0.17499456120538656,0.12324735002472163
W1,42,0.3016038457688482,0.17169130899744475,0.5267048452337072,0.0,0.1099556057495004,0.15049477041329395,0.1728490222948078,0.12423392896031486
W1,43,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,44,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,45,0.3417817549380928,0.20205906797307593,0.4561591770888313,0.0,0.10824733312357888,0.1473718418540005,0.1729158169923424,0.12462418955960466
W1,46,0.21479907179376082,0.412990797722348,0.3722097869629978,3.435208935066727e-07,0.11532784839184661,0.1415182022455138,0.17499456095297114,0.12324735122877635
W1,47,0.3253602246598522,0.23621760047287443,0.43842217486727336,8.907949044741938e-17,0.10950616033107492,0.14623247767283165,0.17331890645292178,0.12454152019670332
