market,dimension,bucket,listings,reviews_ltm,reviews_per_listing,median_price,supply_share,demand_share,demand_index,guest_stay_share,guest_stay_index,revenue_share,revenue_index,median_price_per_guest
uk_edinburgh,bedrooms,3 br,544,12665,23.28125,428.75,0.13793103448275862,0.1224594380305931,0.8878309257218,0.18813509339277948,1.3639794270976513,0.18305652648827947,1.3271598170400263,73.19166666666666
uk_edinburgh,bedrooms,4+ br,269,4553,16.925650557620816,544.0,0.06820486815415822,0.04402351530622111,0.645460016236937,0.09848102404670389,1.4439002187368035,0.11086705733100125,1.6255006472619662,65.625
uk_greater-manchester,accommodates,1-2 guests,641,12482,19.472698907956318,101.16499999999999,0.1644855016679497,0.19306440636020542,1.1737472567639946,0.07901621855036386,0.4803840931213229,0.12266762552916177,0.7457655798551379,51.875
uk_greater-manchester,accommodates,3-4 guests,1416,24443,17.262005649717516,132.67,0.36335642802155504,0.37807028398193404,1.040494277314687,0.29745227783634126,0.818623959553829,0.3224511579416558,0.8874238435724807,34.625
uk_greater-manchester,accommodates,5-6 guests,1069,16267,15.217025257249766,157.5,0.27431357454452143,0.251608612262575,0.9172298989590785,0.29161321869006945,1.0630652135034617,0.275227770302928,1.003332666857353,28.0
uk_greater-manchester,accommodates,7+ guests,771,11460,14.863813229571985,190.0,0.19784449576597382,0.17725669739528552,0.8959394938384276,0.33191828492322545,1.6776725763240072,0.27965344622625443,1.4135012710035195,23.125
uk_greater-manchester,bedrooms,0-1 br,1142,22441,19.65061295971979,107.0,0.29304593276879654,0.347104497927365,1.1844713033475842,0.19625461981025438,0.6697060012264109,0.22969581534395145,0.783821884759526,41.0
uk_greater-manchester,bedrooms,2 br,1527,24902,16.30779305828422,143.63,0.3918398768283295,0.3851698323331065,0.98297762711337,0.37802113364745926,0.9647336986405689,0.3698926315815529,0.9439892503427056,32.35666666666666
uk_greater-manchester,bedrooms,3 br,754,10755,14.26392572944297,169.75,0.1934821657685399,0.16635216234609912,0.8597803404015228,0.22083645554186723,1.141378869027396,0.21573370355021884,1.115005626969765,27.59166666666667
uk_greater-manchester,bedrooms,4+ br,474,6554,13.827004219409282,217.0,0.1216320246343341,0.10137350739342944,0.8334442158485117,0.20488779100041912,1.6844888639844584,0.18467784952427682,1.5183324464052885,25.444444444444443
uk_london,accommodates,1-2 guests,11024,103728,9.409288824383164,161.065,0.2872479024441086,0.282770126598842,0.984411458509648,0.13119496685035498,0.4567308089425729,0.16500520074640065,0.5744348325694272,82.75
uk_london,accommodates,3-4 guests,14518,137168,9.448133351701337,229.0,0.3782896451091771,0.3739300162473966,0.9884754211008807,0.3336647330716952,0.8820350685924727,0.3299861291342587,0.8723107634601585,61.485
uk_london,accommodates,5-6 guests,8580,86185,10.044871794871796,310.0,0.22356558444942415,0.2349466234856663,1.0509069366122263,0.31264083682947164,1.3984300741073965,0.3085335315309429,1.3800582602674272,55.416666666666664
uk_london,accommodates,7+ guests,4256,39747,9.3390507518797,408.28999999999996,0.11089686799729011,0.10835323366809513,0.9770630643125364,0.22249946324847825,2.0063638159187263,0.1964751385883978,1.7716924033706605,48.02083333333333
uk_london,bedrooms,0-1 br,18864,188184,9.975826972010179,178.67,0.491531606649643,0.5130033694265432,1.0436833816715372,0.34033463636615674,0.6923962401643534,0.3370841968505208,0.685783360195573,69.0
uk_london,bedrooms,2 br,12366,120086,9.710981724082162,283.365,0.3222158528323519,0.32736323290479463,1.0159749435888896,0.37867126757820935,1.1752099229432733,0.3753223910252361,1.164816652334345,61.65833333333333
uk_london,bedrooms,3 br,4689,40584,8.655150351887396,356.3,0.12217937359945802,0.11063495698256404,0.905512556851534,0.17327048343742768,1.4181647714569416,0.18194146228677302,1.4891340242358233,57.53333333333333
uk_london,bedrooms,4+ br,2459,17974,7.309475396502643,441.67,0.06407316691854709,0.04899844068609812,0.764726375213938,0.10772361261820622,1.6812593757875227,0.10565194983747002,1.6489266087281107,52.857142857142854
