gap_days,months_before_early_dump,n_pairs,median_ratio,mean_ratio,pooled_ratio,den
309,7,14,0.8652497358531075,0.8590387915099306,0.8733628645256553,135450
309,8,14,0.8695907774001286,0.8588138929709591,0.8677273436281391,134631
310,0,8,2.5582192608810264,2.5682752641533604,2.495416266922503,75048
310,1,8,0.8499592164895489,0.8509934375039224,0.8680165777307236,187963
310,2,8,0.8594383022399965,0.8560442013216485,0.8704610093260137,181428
310,3,8,0.8661740086194737,0.8634890969602391,0.8792914194964735,171272
310,4,8,0.8749102693667332,0.8651493356258528,0.8791436169456335,140638
310,5,8,0.877405504448306,0.8653903482149211,0.8777408820220094,109317
310,6,8,0.8745634240504641,0.8633798369058052,0.8810671509260125,74891
310,7,8,0.8721775796655915,0.8616536949470598,0.8795888824551245,69080
310,8,8,0.8789273684925718,0.8678886141062934,0.8825460538557643,75238
312,0,1,4.395137799686309,4.395137799686309,4.395137799686309,8926
312,1,1,0.8181373623594085,0.8181373623594085,0.8181373623594085,59303
312,2,1,0.8113099058622165,0.8113099058622165,0.8113099058622165,74784
312,3,1,0.8204985119047619,0.8204985119047619,0.8204985119047619,59136
312,4,1,0.8292164211627299,0.8292164211627299,0.8292164211627299,57365
312,5,1,0.824374667376264,0.824374667376264,0.824374667376264,45096
312,6,1,0.8194219097410012,0.8194219097410012,0.8194219097410012,33282
312,7,1,0.8285941855834329,0.8285941855834329,0.8285941855834329,37665
312,8,1,0.8310549661487381,0.8310549661487381,0.8310549661487381,38551
314,0,1,10.18539976825029,10.18539976825029,10.18539976825029,863
314,1,1,0.9935445307830245,0.9935445307830245,0.9935445307830245,8365
314,2,1,0.928657932401189,0.928657932401189,0.928657932401189,9083
314,3,1,0.9169803429527394,0.9169803429527394,0.9169803429527394,9564
314,4,1,0.9138902619871478,0.9138902619871478,0.9138902619871478,10115
314,5,1,0.931139549055454,0.931139549055454,0.931139549055454,6564
